codigo,n_anpc,ano,mes,dia,data_alerta,hora_alerta,data_extincao,hora_extincao,data_1intervencao,hora_1intervencao,distrito,concelho,freguesia,local,dico_ine,lat,lon,x_militar,y_militar,coord_fonte,area_total_ha,area_povoamento_ha,area_mato_ha,area_agricola_ha,tipo,causa_codigo,causa_tipo,reacendimento,incendio_florestal,incendio_agricola,queimada,duracao_h
BI1111107,17461.0,2011,10,8,2011-10-08,13:07:00,2011-10-09,00:00:00,2011-10-08,14:00:00,Guarda,Pinhel,Atalaia,Cabeço Curvo,91002,40.683333,-7.007222,295082.0,413500.0,dms_recuperado,308.0,35.0,131.0,142.0,Florestal,125.0,Negligente,0,1,0,0,10.88
TM211852,15558.0,2011,10,8,2011-10-08,16:00:00,2011-10-09,03:15:00,2011-10-08,16:15:00,Bragança,Torre De Moncorvo,Urrós,URROS (Vale Mingulho),40917,41.083611,-7.024444,293144.0,457771.0,dms_recuperado,251.72,3.4,248.32,0.0,Florestal,125.0,Negligente,0,1,0,0,11.25
BL1112143,36423.0,2011,10,9,2011-10-09,02:54:00,2011-10-10,04:17:00,2011-10-09,03:15:00,Viseu,Vila Nova de Paiva,Fráguas,Fraga da Agulha,182202,40.904444,-7.810278,227199.0,437335.0,dms_recuperado,104.0,98.5,5.5,0.0,Florestal,448.0,Intencional,0,1,0,0,25.38
TM1111879,19056.0,2011,10,10,2011-10-10,09:12:00,2011-10-10,11:10:00,2011-10-10,09:30:00,Vila Real,Montalegre,Tourém,LUGAR DOS ROÇADINHOS,170632,41.906111,-7.897222,219575.0,548562.0,dms_recuperado,143.0,0.0,143.0,0.0,Florestal,125.0,Negligente,0,1,0,0,1.97
TM1111900,19256.0,2011,10,12,2011-10-12,12:43:00,2011-10-14,05:15:00,2011-10-12,13:05:00,Vila Real,Alijó,Vilar de Maçada,FIÃES,170118,41.326667,-7.5625,247765.0,484329.0,dms_recuperado,180.5,55.5,125.0,0.0,Florestal,125.0,Negligente,0,1,0,0,40.53
BL3113892,58925.0,2011,10,13,2011-10-13,19:05:00,2011-10-22,07:00:00,2011-10-13,19:40:00,Aveiro,Vale de Cambra,São Pedro de Castelões,Felgueira,11902,40.794444,-8.423889,175453.0,425095.0,dms_recuperado,748.4,748.4,0.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,203.92
DM3112561,16271.0,2011,10,13,2011-10-13,18:25:00,2011-10-15,00:45:00,2011-10-13,19:15:00,Viana do Castelo,Viana do Castelo,Montaria,PEDRULHOS - MONTARIA (Pedrulhos),160920,41.814722,-8.755556,148277.0,538579.0,dms_recuperado,215.047,170.0,45.047,0.0,Florestal,630.0,Desconhecida,1,1,0,0,30.33
TM1111992,19460.0,2011,10,14,2011-10-14,12:13:00,2011-10-15,05:15:00,2011-10-14,13:00:00,Vila Real,Vila Pouca de Aguiar,Pensalvos,RIBEIRO SECO - SOUTELO DE MATOS,171308,41.449444,-7.688889,237117.0,497910.0,dms_recuperado,615.0,206.62,408.38,0.0,Florestal,125.0,Negligente,0,1,0,0,17.03
TM1112366,19496.0,2011,10,14,2011-10-14,18:30:00,2011-10-15,04:51:00,2011-10-14,18:55:00,Vila Real,Montalegre,Viade de Baixo,OUTEIRO DE ARADAS,170634,41.761389,-7.889444,220261.0,532486.0,dms_recuperado,250.0,20.0,230.0,0.0,Florestal,125.0,Negligente,0,1,0,0,10.35
BI211518,37656.0,2011,10,14,2011-10-14,16:36:00,2011-10-16,22:15:00,2011-10-14,16:44:00,Castelo Branco,Oleiros,Oleiros,Fernão Porco,50608,39.879722,-7.928611,217471.0,323503.0,dms_recuperado,240.611,105.0,131.611,4.0,Florestal,60.0,Desconhecida,0,1,0,0,53.65
BI1111219,17909.0,2011,10,15,2011-10-15,09:36:00,2011-10-15,23:01:00,2011-10-15,09:46:00,Guarda,Gouveia,Vila Cortês da Serra,Quinta do Vale do Nevão,90619,40.561667,-7.545556,249660.0,399546.0,dms_recuperado,153.0,43.0,110.0,0.0,Florestal,448.0,Intencional,0,1,0,0,13.42
TM1112105,19753.0,2011,10,17,2011-10-17,09:45:00,2011-10-17,11:50:00,2011-10-17,10:00:00,Vila Real,Vila Pouca de Aguiar,Vila Pouca de Aguiar,CAVADAS - GUILHADO,171314,41.503056,-7.618889,242922.0,503883.0,dms_recuperado,106.0,2.5,103.5,0.0,Florestal,610.0,Desconhecida,0,1,0,0,2.08
DM4113603,57219.0,2011,10,18,2011-10-18,09:31:00,2011-10-19,00:25:00,2011-10-18,09:35:00,Braga,Vieira do Minho,Ruivães,L. ZEBRAL (RUIVAES) M3 (RUIVÃIS),31114,41.679444,-8.05,206915.0,523348.0,dms_recuperado,128.0,2.0,126.0,0.0,Florestal,125.0,Negligente,0,1,0,0,14.9
BI1111296,18204.0,2011,10,19,2011-10-19,12:55:00,2011-10-20,23:00:00,2011-10-19,13:10:00,Guarda,Mêda,Marialva,SANGRIMBIAL,90908,40.921111,-7.24,275133.0,439680.0,dms_recuperado,451.0,80.0,341.0,30.0,Florestal,125.0,Negligente,0,1,0,0,34.08
DM2119233,123815.0,2011,10,20,2011-10-20,22:10:00,2011-10-21,23:39:00,2011-10-20,22:15:00,Porto,Penafiel,Milhundos,BRENHA RANDE (Brenha),131119,41.190278,-8.255,189769.0,469032.0,dms_recuperado,132.76,132.76,0.0,0.0,Florestal,145.0,Negligente,0,1,0,0,25.48
BI1111346,18389.0,2011,10,21,2011-10-21,21:01:00,2011-10-22,03:20:00,2011-10-21,21:25:00,Guarda,Pinhel,Lamegal,Estorninho-Freixinho,91012,40.667222,-7.094722,287705.0,411620.0,dms_recuperado,109.5,20.0,40.0,49.5,Florestal,125.0,Negligente,0,1,0,0,6.32
BI1111365,18452.0,2011,10,22,2011-10-22,16:58:00,2011-10-23,11:25:00,2011-10-22,17:05:00,Guarda,Pinhel,Pinhel,Cabeço da Serpe - Quinta Nova,91017,40.798889,-7.061389,290346.0,426276.0,dms_recuperado,232.5,13.0,100.0,119.5,Florestal,125.0,Negligente,0,1,0,0,18.45
BI1111412,18450.0,2011,10,22,2011-10-22,16:15:00,2011-10-23,05:00:00,2011-10-22,16:15:00,Guarda,Guarda,Vila Franca do Deão,Lameira Velha,90752,40.677778,-7.263889,273389.0,412637.0,dms_recuperado,154.0,4.0,150.0,0.0,Florestal,125.0,Negligente,0,1,0,0,12.75
BI1111376,18483.0,2011,10,22,2011-10-22,21:26:00,2011-10-23,03:20:00,2011-10-22,21:48:00,Guarda,Pinhel,Valbom,Ribeira de Pala,91025,40.786667,-7.146944,283140.0,424834.0,dms_recuperado,145.0,13.0,55.0,77.0,Florestal,125.0,Negligente,0,1,0,0,5.9
BI1111367,18458.0,2011,10,22,2011-10-22,18:10:00,2011-10-24,04:30:00,2011-10-22,23:00:00,Guarda,Vila Nova De Foz Côa,Muxagata,Quinta das Olgas,91410,41.026389,-7.145,282997.0,451467.0,dms_recuperado,126.0,5.0,98.0,23.0,Florestal,125.0,Negligente,0,1,0,0,34.33
TM11294,2012170002464.0,2012,2,12,2012-02-12,12:41:00,2012-02-12,17:53:00,2012-02-12,12:55:00,Vila Real,Ribeira De Pena,Ribeira de Pena (Salvador),Póvoa,170905,41.493333,-7.791667,228513.0,502750.0,dms_recuperado,137.0,4.5,132.5,0.0,Florestal,125.0,Negligente,0,1,0,0,5.2
BL112273,2012180006061.0,2012,2,16,2012-02-16,14:25:00,2012-02-17,06:32:00,2012-02-16,15:00:00,Viseu,Vouzela,Ventosa,Penoita,182411,40.6925,-8.127778,200451.0,413736.0,dms_recuperado,161.0,0.0,161.0,0.0,Florestal,311.0,Intencional,0,1,0,0,16.12
DM412234,2012030009675.0,2012,2,18,2012-02-18,19:31:00,2012-02-18,20:05:00,2012-02-18,19:45:00,Braga,Cabeceiras de Basto,Rio Douro,TEIXUGUEIRAS - M6 (Teixugueiras),30415,41.568611,-7.962222,214256.0,511070.0,dms_recuperado,235.0,0.0,235.0,0.0,Florestal,448.0,Intencional,0,1,0,0,0.57
DM412292,2012030010254.0,2012,2,21,2012-02-21,06:54:00,2012-02-21,08:45:00,2012-02-21,07:10:00,Braga,Terras de Bouro,Cibões,L. GILBARBEDO (M3) (CAMPO DO GERÊS),31007,41.759167,-8.198611,194550.0,532204.0,dms_recuperado,135.0,4.0,131.0,0.0,Florestal,125.0,Negligente,0,1,0,0,1.85
TM212160,2012040002521.0,2012,2,22,2012-02-22,13:40:00,2012-02-22,19:57:00,2012-02-22,13:58:00,Bragança,Macedo de Cavaleiros,Podence,EDROSO,40525,41.5925,-6.927222,300537.0,514388.0,dms_recuperado,179.6,0.0,179.6,0.0,Florestal,127.0,Negligente,0,1,0,0,6.28
BI112292,2012090003268.0,2012,2,22,2012-02-22,17:38:00,2012-02-23,02:02:00,2012-02-22,17:53:00,Guarda,Sabugal,Seixo do Côa,Cabeço da Fonte Lamarta,91132,40.450833,-7.066111,290515.0,387457.0,dms_recuperado,134.0,14.0,120.0,0.0,Florestal,125.0,Negligente,0,1,0,0,8.4
BI112312,2012090003325.0,2012,2,23,2012-02-23,14:08:00,2012-02-24,19:11:00,2012-02-23,14:20:00,Guarda,Manteigas,Vale de Amoreira,Vale de Amoreira,90804,40.415833,-7.44,258709.0,383424.0,dms_recuperado,310.0,175.0,135.0,0.0,Florestal,121.0,Negligente,0,1,0,0,29.05
TM212184,2012040002601.0,2012,2,23,2012-02-23,13:30:00,2012-02-23,21:26:00,2012-02-23,13:45:00,Bragança,Vimioso,Vale de Frades,São Joanico- Quadros,41112,41.608889,-6.469167,338683.0,516862.0,dms_recuperado,226.96,10.0,216.96,0.0,Florestal,610.0,Desconhecida,0,1,0,0,7.93
TM212180,2012040002630.0,2012,2,23,2012-02-23,17:20:00,2012-02-23,19:34:00,2012-02-23,17:50:00,Bragança,Bragança,Serapicos,Carcãozinho,40247,41.640278,-6.759722,314423.0,519929.0,dms_recuperado,113.0,113.0,0.0,0.0,Florestal,124.0,Negligente,0,1,0,0,2.23
BL112587,2012180007473.0,2012,2,24,2012-02-24,14:06:00,2012-02-25,01:46:00,2012-02-24,14:15:00,Viseu,Lamego,Penajóia,VILA CHA (Vila Chã),180516,41.143611,-7.864444,222542.0,463877.0,dms_recuperado,175.88,11.85,164.03,0.0,Florestal,122.0,Negligente,0,1,0,0,11.67
BL112600,2012180007661.0,2012,2,25,2012-02-25,11:46:00,2012-02-26,06:41:00,2012-02-25,12:05:00,Viseu,Vouzela,Paços de Vilharigues,Covas,182408,40.669444,-8.096667,203076.0,411197.0,dms_recuperado,286.7,8.0,278.7,0.0,Florestal,311.0,Intencional,0,1,0,0,18.92
TM112428,2012170003661.0,2012,2,25,2012-02-25,12:15:00,2012-02-26,02:00:00,2012-02-25,12:45:00,Vila Real,Alijó,Vila Verde,Perafita,170117,41.388333,-7.5425,249379.0,491191.0,dms_recuperado,225.0,13.0,212.0,0.0,Florestal,448.0,Intencional,0,1,0,0,13.75
RO112199,2012140008810.0,2012,2,25,2012-02-25,15:05:00,2012-02-26,00:09:00,2012-02-25,15:17:00,Santarém,Mação,Aboboreira,ABOBOREIRA,141301,39.585556,-8.056111,206600.0,290834.0,dms_recuperado,135.0,116.0,15.0,4.0,Florestal,124.0,Negligente,0,1,0,0,9.07
DM412445,2012030011382.0,2012,2,25,2012-02-25,15:23:00,2012-02-25,17:50:00,2012-02-25,16:10:00,Braga,Fafe,Monte,LUILHAS M-3 (Fojo de Luilhas),30717,41.544722,-8.121389,200961.0,508386.0,dms_recuperado,122.0,67.0,55.0,0.0,Florestal,630.0,Desconhecida,0,1,0,0,2.45
BI112415,2012090003560.0,2012,2,26,2012-02-26,01:55:00,2012-02-26,05:00:00,2012-02-26,02:10:00,Guarda,Mêda,Carvalhal,Aldeão,90903,40.873889,-7.289167,271027.0,434411.0,dms_recuperado,105.0,6.0,99.0,0.0,Florestal,125.0,Negligente,0,1,0,0,3.08
TM212271,2012040002913.0,2012,2,27,2012-02-27,14:39:00,2012-02-28,01:38:00,2012-02-27,15:00:00,Bragança,Bragança,França,LAMA GRANDE-PNM (Lameiros da Serra),40215,41.868889,-6.741667,315513.0,545340.0,dms_recuperado,829.75,0.0,829.75,0.0,Florestal,60.0,Desconhecida,0,1,0,0,10.98
DM412492,2012030011850.0,2012,2,27,2012-02-27,16:48:00,2012-02-29,17:46:00,2012-02-27,16:55:00,Braga,Terras de Bouro,Vilar da Veiga,SOALHEIRA M-1(PNPG) (Fonte Soalheira),31017,41.697222,-8.225556,192303.0,525348.0,dms_recuperado,300.0,295.0,5.0,0.0,Florestal,711.0,Reacendimento,1,1,0,0,48.97
TM112495,2012170003928.0,2012,2,27,2012-02-27,15:26:00,2012-02-27,19:55:00,2012-02-27,16:00:00,Vila Real,Mondim de Basto,Ermelo,RIBEIRA DAS FISGAS DA FERVENÇA,170504,41.365278,-7.839444,224560.0,488501.0,dms_recuperado,122.0,122.0,0.0,0.0,Florestal,125.0,Negligente,0,1,0,0,4.48
TM112506,2012170003990.0,2012,2,28,2012-02-28,08:08:00,2012-02-28,19:54:00,2012-02-28,08:30:00,Vila Real,Mondim de Basto,Ermelo,RIBEIRA DAS FISGAS DA FERVENÇA,170504,41.458611,-7.926111,217274.0,498858.0,dms_recuperado,321.75,1.0,320.75,0.0,Florestal,711.0,Reacendimento,1,1,0,0,11.77
DM412511,2012030012009.0,2012,2,28,2012-02-28,13:10:00,2012-02-28,16:53:00,2012-02-28,13:20:00,Braga,Cabeceiras de Basto,Bucos,L. SOUTO MOURO - M1 (GONDIÃES),30405,41.591667,-7.844722,224048.0,513636.0,dms_recuperado,224.0,10.0,214.0,0.0,Florestal,448.0,Intencional,0,1,0,0,3.72
TM112577,2012170004187.0,2012,3,1,2012-03-01,08:59:00,2012-03-01,17:38:00,2012-03-01,09:30:00,Vila Real,Mondim de Basto,Ermelo,ENCOSTA DO BOUÇA (FERVENÇA),170504,41.365278,-7.839444,224560.0,488501.0,dms_recuperado,140.0,35.0,105.0,0.0,Florestal,125.0,Negligente,0,1,0,0,8.65
BI212111,2012050004868.0,2012,3,9,2012-03-09,04:27:00,2012-03-09,12:20:00,2012-03-09,05:05:00,Castelo Branco,Covilhã,Cortes do Meio,Piçarra do Moço,50308,40.256389,-7.578889,247129.0,365476.0,dms_recuperado,137.085,105.365,31.72,0.0,Florestal,630.0,Desconhecida,0,1,0,0,7.88
DM312589,2012160003923.0,2012,3,10,2012-03-10,13:01:00,2012-03-12,17:51:00,2012-03-10,13:10:00,Viana do Castelo,Arcos de Valdevez,Soajo,VARZEA - SOAJO - P.N.P.G. (GAVIEIRA),160146,41.957778,-8.251944,190133.0,554292.0,dms_recuperado,328.7,28.0,300.7,0.0,Florestal,125.0,Negligente,0,1,0,0,52.83
DM212914,2012130029233.0,2012,3,10,2012-03-10,06:35:00,2012-03-11,07:40:00,2012-03-10,06:50:00,Porto,Baião,Teixeira,SACOES (Sacota),130216,41.130278,-7.985,212438.0,462384.0,dms_recuperado,135.855,28.0,107.855,0.0,Florestal,620.0,Desconhecida,0,1,0,0,25.08
TM212390,2012040003663.0,2012,3,11,2012-03-11,09:29:00,2012-03-12,03:39:00,2012-03-11,10:00:00,Bragança,Vinhais,Mofreita,MOFREITA-PNM (Lombo do Seixo),41210,41.918889,-6.913333,301184.0,550664.0,dms_recuperado,472.0,92.0,380.0,0.0,Florestal,60.0,Desconhecida,0,1,0,0,18.17
BL112906,2012180010006.0,2012,3,11,2012-03-11,15:19:00,2012-03-11,19:56:00,2012-03-11,15:40:00,Viseu,Vouzela,Alcofra,Abelheira,182401,40.64,-8.158889,197797.0,407932.0,dms_recuperado,241.8,13.0,228.8,0.0,Florestal,125.0,Negligente,0,1,0,0,4.62
DM412652,2012030014511.0,2012,3,11,2012-03-11,14:08:00,2012-03-11,23:26:00,2012-03-11,14:20:00,Braga,Cabeceiras de Basto,Bucos,BUCOS,30405,41.570833,-8.04,207665.0,511461.0,dms_recuperado,188.0,118.0,70.0,0.0,Florestal,122.0,Negligente,0,1,0,0,9.3
TM212392,2012040003654.0,2012,3,11,2012-03-11,05:42:00,2012-03-11,17:32:00,2012-03-11,06:15:00,Bragança,Vinhais,Vila Verde,Prada (Castrelhão),41230,41.854167,-6.964444,297035.0,543412.0,dms_recuperado,162.57,160.57,2.0,0.0,Florestal,60.0,Desconhecida,0,1,0,0,11.83
TM212401,2012040003682.0,2012,3,11,2012-03-11,16:18:00,2012-03-11,21:36:00,2012-03-11,17:00:00,Bragança,Vinhais,Agrochão,Agrochão (Urreta do Grilo),41201,41.905278,-6.560278,330509.0,549646.0,dms_recuperado,117.51,0.0,117.51,0.0,Florestal,124.0,Negligente,0,1,0,0,5.3
BL112935,2012180010131.0,2012,3,12,2012-03-12,15:12:00,2012-03-12,19:29:00,2012-03-12,16:00:00,Viseu,Resende,São Martinho de Mouros,Vila Verde,181314,41.111111,-7.881111,221154.0,460267.0,dms_recuperado,223.0,3.0,220.0,0.0,Florestal,125.0,Negligente,0,1,0,0,4.28
DM412781,2012030015178.0,2012,3,14,2012-03-14,16:25:00,2012-03-14,18:52:00,2012-03-14,16:46:00,Braga,Vieira do Minho,Anjos,BOCA DA RIBEIRA(M6) (Boca da Ribeira),31102,41.620278,-8.055,206490.0,516772.0,dms_recuperado,179.0,9.0,170.0,0.0,Florestal,711.0,Reacendimento,1,1,0,0,2.45
TM112745,2012170005145.0,2012,3,15,2012-03-15,11:14:00,2012-03-15,20:24:00,2012-03-15,11:25:00,Vila Real,Montalegre,Chã,FAFIEIRA - MEDEIRAS,170604,41.778611,-7.806111,227077.0,534607.0,dms_recuperado,115.0,115.0,0.0,0.0,Florestal,124.0,Negligente,0,1,0,0,9.17
TM112747,2012170005129.0,2012,3,15,2012-03-15,01:45:00,2012-03-15,07:05:00,2012-03-15,02:15:00,Vila Real,Vila Real,Vila Cova,VILA BOA,171428,41.316111,-7.856389,223153.0,483046.0,dms_recuperado,106.0,6.0,100.0,0.0,Florestal,125.0,Negligente,0,1,0,0,5.33
DM412902,2012030016765.0,2012,3,23,2012-03-23,12:35:00,2012-03-24,05:07:00,2012-03-23,12:45:00,Braga,Barcelos,Tamel (São Pedro Fins),SOUTO (M2) (Rio de Souto),30276,41.439167,-8.636111,157949.0,496786.0,dms_recuperado,175.0,175.0,0.0,0.0,Florestal,711.0,Reacendimento,1,1,0,0,16.53
BL312741,2012010017214.0,2012,3,23,2012-03-23,21:25:00,2012-03-23,23:31:00,2012-03-23,21:40:00,Aveiro,Oliveira de Azeméis,Palmaz,Nespereira de Baixo,11311,40.792778,-8.451111,173140.0,424937.0,dms_recuperado,108.4,108.4,0.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,2.1
TM112921,2012170005917.0,2012,3,26,2012-03-26,11:30:00,2012-03-26,20:36:00,2012-03-26,11:50:00,Vila Real,Boticas,Dornelas,MÓ-Lousas,170210,41.620278,-7.840556,224377.0,516834.0,dms_recuperado,543.0,503.0,40.0,0.0,Florestal,448.0,Intencional,0,1,0,0,9.1
TM212551,2012040004485.0,2012,3,26,2012-03-26,16:40:00,2012-03-27,01:54:00,2012-03-26,17:15:00,Bragança,Macedo de Cavaleiros,Soutelo Mourisco,Cabanas,40529,41.504722,-6.698056,319801.0,504928.0,dms_recuperado,190.0,24.0,166.0,0.0,Florestal,125.0,Negligente,1,1,0,0,9.23
DM4121058,2012030017650.0,2012,3,27,2012-03-27,15:08:00,2012-03-29,02:03:00,2012-03-27,15:20:00,Braga,Barcelos,Quintiães,LUGAR MONTE (M7) (Lugar da Estrada),30262,41.467222,-8.591111,161722.0,499883.0,dms_recuperado,1710.5,1210.5,500.0,0.0,Florestal,711.0,Reacendimento,1,1,0,0,34.92
DM2121473,2012130036208.0,2012,3,27,2012-03-27,12:25:00,2012-03-28,02:38:00,2012-03-27,12:43:00,Porto,Penafiel,Galegos,Fafiães,131113,41.153611,-8.323333,184016.0,464958.0,dms_recuperado,151.215,151.215,0.0,0.0,Florestal,145.0,Negligente,0,1,0,0,14.22
BL312821,2012010017978.0,2012,3,27,2012-03-27,15:01:00,2012-03-28,00:25:00,2012-03-27,15:10:00,Aveiro,Oliveira de Azeméis,Carregosa,Currais,11301,40.907778,-8.400833,177435.0,437683.0,dms_recuperado,150.0,150.0,0.0,0.0,Florestal,122.0,Negligente,0,1,0,0,9.4
DM4121086,2012030017658.0,2012,3,27,2012-03-27,15:26:00,2012-03-28,17:43:00,2012-03-27,15:50:00,Braga,Terras de Bouro,Campo do Gerês,BOUÇA MÓ (M5) PNPG (Bouça da Mó),31003,41.778333,-8.171667,196795.0,534344.0,dms_recuperado,100.0,10.0,90.0,0.0,Florestal,44.0,Intencional,0,1,0,0,26.28
BL212374,2012060010638.0,2012,3,28,2012-03-28,12:30:00,2012-03-29,06:42:00,2012-03-28,12:45:00,Coimbra,Penela,Espinhal,SÃO JOÃO DO DESERTO,61402,39.993056,-8.325556,183563.0,336100.0,dms_recuperado,972.0,902.0,70.0,0.0,Florestal,630.0,Desconhecida,0,1,0,0,18.2
BL1121172,2012180012108.0,2012,3,28,2012-03-28,11:41:00,2012-04-03,10:15:00,2012-03-28,12:00:00,Viseu,Castro Daire,Mões,Granja,180312,40.957222,-7.803333,227745.0,443195.0,dms_recuperado,420.0,310.0,110.0,0.0,Florestal,630.0,Desconhecida,0,1,0,0,142.57
DM4121095,2012030017816.0,2012,3,28,2012-03-28,11:45:00,2012-03-29,03:57:00,2012-03-28,12:00:00,Braga,Vieira Do Minho,Vilar do Chão,VEIGAS (M3) (Veigas),31121,41.612778,-8.101667,202618.0,515939.0,dms_recuperado,250.0,170.0,80.0,0.0,Florestal,711.0,Reacendimento,1,1,0,0,16.2
TM212577,2012040004605.0,2012,3,28,2012-03-28,13:35:00,2012-03-29,01:50:00,2012-03-28,13:55:00,Bragança,Vinhais,Sobreiró de Baixo,Malhadinha,41223,41.850278,-7.085278,287011.0,542863.0,dms_recuperado,206.64,2.55,204.09,0.0,Florestal,60.0,Desconhecida,0,1,0,0,12.25
BL1121178,2012180012137.0,2012,3,28,2012-03-28,14:27:00,2012-03-29,09:58:00,2012-03-28,15:00:00,Viseu,São Pedro do Sul,São Martinho das Moitas,Covelinhas,181613,40.892778,-8.017222,209761.0,436007.0,dms_recuperado,153.0,75.0,78.0,0.0,Florestal,448.0,Intencional,0,1,0,0,19.52
BL212392,2012060010751.0,2012,3,29,2012-03-29,10:57:00,2012-03-30,01:22:00,2012-03-29,11:00:00,Coimbra,Penela,Penela (São Miguel),Tola,61406,40.031111,-8.351944,181315.0,340336.0,dms_recuperado,909.8,829.8,80.0,0.0,Florestal,711.0,Reacendimento,1,1,0,0,14.42
BL1121212,2012180012278.0,2012,3,29,2012-03-29,15:03:00,2012-03-30,10:54:00,2012-03-29,15:20:00,Viseu,São Pedro do Sul,Santa Cruz da Trapa,JANARDO (Janarde),181610,40.764167,-8.158333,197852.0,421719.0,dms_recuperado,445.0,345.0,100.0,0.0,Florestal,449.0,Intencional,0,1,0,0,19.85
BL1121227,2012180012287.0,2012,3,29,2012-03-29,15:47:00,2012-03-30,14:56:00,2012-03-29,16:17:00,Viseu,Castro Daire,Moledo,Moita,180313,40.836667,-7.895833,219994.0,429786.0,dms_recuperado,363.0,350.0,13.0,0.0,Florestal,124.0,Negligente,0,1,0,0,23.15
TM212593,2012040004668.0,2012,3,29,2012-03-29,16:05:00,2012-03-30,20:16:00,2012-03-29,16:30:00,Bragança,Bragança,Failde,FAILDE (Violante),40214,41.724167,-6.753056,314825.0,529255.0,dms_recuperado,299.2,83.9,215.3,0.0,Florestal,122.0,Negligente,0,1,0,0,28.18
DM2121600,2012130036988.0,2012,3,29,2012-03-29,05:29:00,2012-03-29,08:05:00,2012-03-29,05:40:00,Porto,Penafiel,Lagares,Ordins,131116,41.135278,-8.35,181790.0,462945.0,dms_recuperado,219.0,150.0,69.0,0.0,Florestal,145.0,Negligente,1,1,0,0,2.6
TM212584,2012040004669.0,2012,3,29,2012-03-29,16:12:00,2012-03-30,16:46:00,2012-03-29,16:33:00,Bragança,Vinhais,Curopos,Vale de Janeiro,41205,41.801667,-7.093889,286354.0,537445.0,dms_recuperado,197.6,94.2,103.4,0.0,Florestal,125.0,Negligente,0,1,0,0,24.57
DM4121157,2012030018071.0,2012,3,29,2012-03-29,15:26:00,2012-03-29,22:33:00,2012-03-29,16:00:00,Braga,Vieira do Minho,Anjos,L. CARUDE (M1) (RUIVÃIS),31102,41.679444,-8.05,206915.0,523348.0,dms_recuperado,163.0,83.0,80.0,0.0,Florestal,126.0,Negligente,0,1,0,0,7.12
DM4121165,2012030018091.0,2012,3,29,2012-03-29,17:10:00,2012-03-29,23:36:00,2012-03-29,17:28:00,Braga,Póvoa de Lanhoso,Oliveira,L. PORTO DE BOIS (M6) (FRIANDE),30920,41.645,-8.279722,187786.0,519555.0,dms_recuperado,149.0,77.0,72.0,0.0,Florestal,630.0,Desconhecida,0,1,0,0,6.43
DM4121171,2012030018084.0,2012,3,29,2012-03-29,16:49:00,2012-03-30,02:51:00,2012-03-29,17:00:00,Braga,Amares,Paranhos,L. STª CRUZ (M5) (Santa Marta),30114,41.656944,-8.291111,186841.0,520879.0,dms_recuperado,139.0,61.0,78.0,0.0,Florestal,122.0,Negligente,0,1,0,0,10.03
DM4121196,2012030018116.0,2012,3,29,2012-03-29,20:10:00,2012-03-29,23:31:00,2012-03-29,20:22:00,Braga,Póvoa de Lanhoso,Garfe,L. PENA (M3) (FRIANDE),30913,41.645,-8.279722,187786.0,519555.0,dms_recuperado,130.0,65.0,65.0,0.0,Florestal,122.0,Negligente,0,1,0,0,3.35
TM212595,2012040004716.0,2012,3,30,2012-03-30,11:25:00,2012-03-30,23:02:00,2012-03-30,11:40:00,Bragança,Bragança,Rio de onor,Curiscos e Vale Soeiro,40238,41.813056,-6.699444,319122.0,539185.0,dms_recuperado,234.74,0.0,234.74,0.0,Florestal,60.0,Desconhecida,0,1,0,0,11.62
DM4121231,2012030018246.0,2012,3,30,2012-03-30,12:32:00,2012-03-30,20:02:00,2012-03-30,12:38:00,Braga,Vieira do Minho,Vieira do Minho,SANGUINHEDO(M6) (Sanguinhedo),31120,41.6225,-8.157778,197933.0,517029.0,dms_recuperado,109.0,65.0,44.0,0.0,Florestal,122.0,Negligente,0,1,0,0,7.5
BI212184,2012050009342.0,2012,5,14,2012-05-14,14:14:00,2012-05-15,00:34:00,2012-05-14,14:26:00,Castelo Branco,Vila Velha De Ródão,Sarnadas de Ródão,Ponte das Ferrarias - Carapetosa,51103,39.76111,-7.62889,243207.0,310430.0,dms_recuperado,305.12,267.0,34.12,4.0,Florestal,630.0,Desconhecida,0,1,0,0,10.33
BI212247,2012050012369.0,2012,6,26,2012-06-26,16:35:00,2012-06-27,16:14:00,2012-06-26,16:52:00,Castelo Branco,Fundão,Soalheira,Quinta da Serra,50425,40.054868,-7.492308,254677.0,343122.0,dms_recuperado,267.0,30.6,225.4,11.0,Florestal,222.0,Negligente,0,1,0,0,23.65
AT312259,2012020014902.0,2012,6,27,2012-06-27,16:30:00,2012-06-27,18:46:00,2012-06-27,16:50:00,Beja,Cuba,Cuba,Monte dos Assentes,20701,38.180528,-7.939139,216890.0,135030.0,dms_recuperado,127.07,0.0,0.0,127.07,Agrícola,222.0,Negligente,0,0,1,0,2.27
BL412683,2012100024827.0,2012,7,1,2012-07-01,18:45:00,2012-07-02,03:50:00,2012-07-01,18:56:00,Leiria,Figueiró dos Vinhos,Figueiró dos Vinhos,CASAL SÃO SIMÃO,100804,39.91056,-8.29,186585.0,326915.0,dms_recuperado,107.0,96.0,11.0,0.0,Florestal,610.0,Desconhecida,0,1,0,0,9.08
