codigo,n_anpc,ano,mes,dia,data_alerta,hora_alerta,data_extincao,hora_extincao,data_1intervencao,hora_1intervencao,distrito,concelho,freguesia,local,dico_ine,lat,lon,x_militar,y_militar,coord_fonte,area_total_ha,area_povoamento_ha,area_mato_ha,area_agricola_ha,tipo,causa_codigo,causa_tipo,reacendimento,incendio_florestal,incendio_agricola,queimada,duracao_h
AT903319,100058.0,2003,8,5,2003-08-05,11:30:00,2003-08-05,15:30:00,2003-08-05,11:35:00,Portalegre,Elvas,Vila Fernando,VILA FERNANDO,120711,38.9175,-7.321111,270410.0,216968.0,dms_recuperado,178.8976,49.2376,0.0,129.66,Florestal,222.0,Negligente,0,1,0,0,4.0
TM103942,14496.0,2003,8,6,2003-08-06,12:50:00,2003-08-06,18:20:00,2003-08-06,12:50:00,Vila Real,Montalegre,Solveira,SOLVEIRA,170631,41.843056,-7.669167,238531.0,541630.0,dms_recuperado,602.01,49.5,552.51,0.0,Florestal,127.0,Negligente,0,1,0,0,5.5
BI103491,14190.0,2003,8,6,2003-08-06,14:25:00,2003-08-07,17:25:00,,,Guarda,Guarda,Benespera,Quinta da Portela,90709,40.422222,-7.2425,275573.0,384104.0,dms_recuperado,500.0,0.0,300.0,200.0,Florestal,,,0,1,0,0,27.0
RO1032409,17488.0,2003,8,6,2003-08-06,18:15:00,2003-08-07,23:15:00,,,Santarém,Santarém,Abrã,Canal,141602,39.430833,-8.754722,146477.0,273843.0,dms_recuperado,321.0,65.0,166.0,90.0,Florestal,441.0,Intencional,0,1,0,0,29.0
AT903272,16639.0,2003,8,6,2003-08-06,09:20:00,2003-08-06,10:40:00,2003-08-06,09:23:00,Portalegre,Marvão,Santo António das Areias,Galegos,121003,39.368889,-7.325278,269614.0,267092.0,dms_recuperado,228.0,0.0,228.0,0.0,Florestal,,,0,1,0,0,1.33
BI103489,14176.0,2003,8,6,2003-08-06,12:24:00,2003-08-07,23:45:00,,,Guarda,Guarda,Codesseiro,Pai Viegas,90714,40.647222,-7.224167,276862.0,409104.0,dms_recuperado,160.0,80.0,80.0,0.0,Florestal,,,0,1,0,0,35.35
RO1032406,17466.0,2003,8,6,2003-08-06,14:35:00,2003-08-10,01:15:00,,,Santarém,Santarém,Abrã,Amiais de Cima,141602,39.449167,-8.759444,146067.0,275868.0,dms_recuperado,122.0,100.0,22.0,0.0,Florestal,630.0,Desconhecida,0,1,0,0,82.67
BI103881,2.0,2003,8,7,2003-08-07,13:12:00,2003-08-08,15:00:00,,,Guarda,Guarda,Rochoso,ROCHOSO,90737,40.515556,-7.090833,288316.0,394612.0,dms_recuperado,5204.0,2548.0,2165.0,491.0,Florestal,125.0,Negligente,0,1,0,0,25.8
AG103412,30490.0,2003,8,7,2003-08-07,17:56:00,2003-08-18,18:50:00,2003-08-07,17:56:00,Faro,Portimão,Mexilhoeira Grande,Embarradoiro de Cima,81102,37.263611,-8.616667,157091.0,33184.0,dms_recuperado,3481.0,1382.0,1682.0,417.0,Florestal,630.0,Desconhecida,0,1,0,0,264.9
BI103518,14317.0,2003,8,7,2003-08-07,16:47:00,2003-08-08,15:00:00,,,Guarda,Almeida,Porto de Ovelha,Jardo,90223,40.543333,-6.947222,300461.0,397860.0,dms_recuperado,2863.5,1288.6,1145.4,429.5,Florestal,449.0,Intencional,0,1,0,0,22.22
BI103516,14313.0,2003,8,7,2003-08-07,15:25:00,2003-08-10,14:35:00,,,Guarda,Guarda,Aldeia do Bispo,Santa Cruz,90703,40.494444,-7.268056,273326.0,392100.0,dms_recuperado,2640.0,132.0,2008.0,500.0,Florestal,630.0,Desconhecida,0,1,0,0,71.17
BI103897,5.0,2003,8,7,2003-08-07,13:35:00,2003-08-08,15:00:00,,,Guarda,Sabugal,Badamalos,BADAMALOS,91108,40.485278,-6.978889,297864.0,391383.0,dms_recuperado,1830.0,823.5,732.0,274.5,Florestal,,,0,1,0,0,25.42
TM203450,12445.0,2003,8,7,2003-08-07,09:30:00,2003-08-09,09:00:00,2003-08-07,09:31:00,Bragança,Carrazeda de Ansiães,Pereiros,PEREIROS,40312,41.315556,-7.297778,269933.0,483281.0,dms_recuperado,1677.0,333.0,1344.0,0.0,Florestal,448.0,Intencional,0,1,0,0,47.5
BL2031654,19340.0,2003,8,7,2003-08-07,13:00:00,2003-08-10,01:45:00,,,Leiria,Porto de Mós,Mendiga,Cabeça Veada,101607,39.48,-8.860278,137431.0,279352.0,dms_recuperado,1050.0,50.0,1000.0,0.0,Florestal,449.0,Intencional,0,1,0,0,60.75
BI203100941,17637.0,2003,8,7,2003-08-07,11:18:00,2003-08-15,23:20:00,,,Castelo Branco,Sertã,Troviscal,Macieira,50913,39.882222,-8.0425,207745.0,323789.0,dms_recuperado,912.0,891.5,0.0,20.5,Florestal,,,1,1,0,0,204.03
BL2031655,19343.0,2003,8,7,2003-08-07,13:00:00,2003-08-09,02:00:00,,,Leiria,Porto de Mós,Serro Ventoso,Chão das Pias,101613,39.555278,-8.809444,141854.0,287701.0,dms_recuperado,735.0,0.0,735.0,0.0,Florestal,449.0,Intencional,0,1,0,0,37.0
BI103509,14290.0,2003,8,7,2003-08-07,13:35:00,2003-08-08,15:00:00,,,Guarda,Sabugal,Cerdeira,Senhora do Monte,91113,40.53,-7.061389,290786.0,396247.0,dms_recuperado,476.0,233.0,198.0,45.0,Florestal,125.0,Negligente,0,1,0,0,25.42
BL2031656,19348.0,2003,8,7,2003-08-07,14:16:00,2003-08-11,18:00:00,,,Leiria,Porto de Mós,Mira de Aire,Covão da Carvalha,101608,39.558611,-8.734722,148277.0,288010.0,dms_recuperado,416.0,360.0,56.0,0.0,Florestal,449.0,Intencional,0,1,0,0,99.73
TM203455,12482.0,2003,8,7,2003-08-07,14:22:00,2003-08-10,03:13:00,,,Bragança,Torre de Moncorvo,Mós,Quintas da Odreira,40913,41.143889,-6.865,306446.0,464657.0,dms_recuperado,393.5,11.5,360.0,22.0,Florestal,125.0,Negligente,1,1,0,0,60.85
DM903108884,18340.0,2003,8,7,2003-08-07,11:15:00,2003-08-13,10:00:00,2003-08-07,11:20:00,Porto,Penafiel,Valpedre,Mes¦o Frio,131136,41.140833,-8.319722,184333.0,463546.0,dms_recuperado,333.0,333.0,0.0,0.0,Florestal,236.0,Negligente,1,1,0,0,142.75
RO1032457,17577.0,2003,8,7,2003-08-07,17:50:00,2003-08-09,23:55:00,,,Santarém,Santarém,Alcanede,Pé da Pedreira,141604,39.45,-8.830278,139976.0,276011.0,dms_recuperado,220.0,220.0,0.0,0.0,Florestal,,,0,1,0,0,54.08
BL103626,23366.0,2003,8,7,2003-08-07,11:42:00,2003-08-07,21:10:00,,,Viseu,Castro Daire,Monteiras,Eido,180314,40.949167,-7.872778,221920.0,442286.0,dms_recuperado,195.5,0.0,195.5,0.0,Florestal,630.0,Desconhecida,0,1,0,0,9.47
BI203100964,17682.0,2003,8,7,2003-08-07,16:57:00,2003-08-08,00:30:00,,,Castelo Branco,Idanha-a-Nova,Rosmaninhal,Cegonhas (Vale Porros),50512,39.765556,-7.173889,282180.0,311247.0,dms_recuperado,185.0,65.0,120.0,0.0,Florestal,51.0,Natural,0,1,0,0,7.55
AT903182,22645.0,2003,8,7,2003-08-07,10:22:00,2003-08-09,21:00:00,2003-08-07,10:27:00,Évora,Montemor-o-Novo,Cabrela,Monte da Bica,70601,38.564722,-8.469444,170663.0,177550.0,dms_recuperado,164.27,164.27,0.0,0.0,Florestal,610.0,Desconhecida,0,1,0,0,58.63
BI203100965,17685.0,2003,8,7,2003-08-07,17:05:00,2003-08-08,00:20:00,,,Castelo Branco,Idanha-a-Nova,Zebreira,Couto dos Salgueiros,50517,39.797222,-7.063056,291627.0,314873.0,dms_recuperado,151.0,77.0,71.0,3.0,Florestal,,,0,1,0,0,7.25
BL103637,23432.0,2003,8,7,2003-08-07,19:19:00,2003-08-08,07:19:00,,,Viseu,Viseu,Vila Chã de Sá,Castelo,182333,40.611944,-7.951667,215334.0,404812.0,dms_recuperado,144.0,9.0,135.0,0.0,Florestal,448.0,Intencional,0,1,0,0,12.0
BI203100966,17686.0,2003,8,7,2003-08-07,17:15:00,2003-08-08,00:30:00,,,Castelo Branco,Idanha-a-Nova,Rosmaninhal,Salgueirinho,50512,39.755556,-7.090278,289352.0,310234.0,dms_recuperado,120.0,93.0,0.0,27.0,Florestal,51.0,Natural,0,1,0,0,7.25
AG9034,,2003,8,8,2003-08-08,10:00:00,2003-08-18,18:50:00,2003-08-08,10:00:00,Faro,Monchique,Marmelete,AMEIXEIRA,80902,37.276944,-8.631944,155734.0,34683.0,dms_recuperado,13144.0,8479.0,3863.0,802.0,Florestal,,,0,1,0,0,248.83
AT903278,16927.0,2003,8,8,2003-08-08,15:00:00,2003-08-12,21:00:00,2003-08-08,15:06:00,Portalegre,Nisa,São Simão,Vinagra,121209,39.570833,-7.635,242780.0,289331.0,dms_recuperado,2530.0,1209.0,0.0,1321.0,Florestal,223.0,Negligente,0,1,0,0,102.0
TM203488,12591.0,2003,8,8,2003-08-08,16:00:00,2003-08-10,01:30:00,,,Bragança,Vila Flor,Trindade,Macedinho,41014,41.405,-7.105,285949.0,493381.0,dms_recuperado,1566.5,868.0,508.0,190.5,Florestal,51.0,Natural,0,1,0,0,33.5
TM1031197,9499.0,2003,8,8,2003-08-08,15:00:00,2003-08-09,12:50:00,2003-08-08,15:10:00,Viseu,Sernancelhe,Escurquela,ESCURQUELA,181805,41.004444,-7.520833,251496.0,448583.0,dms_recuperado,358.0,2.0,356.0,0.0,Florestal,,,0,1,0,0,21.83
AT903180,24280.0,2003,8,8,2003-08-08,17:30:00,2003-08-09,19:30:00,2003-08-08,17:33:00,Beja,Moura,Santo Aleixo da Restauração,Vale da Nora,21005,38.0375,-7.218889,280254.0,119368.0,dms_recuperado,300.0,300.0,0.0,0.0,Florestal,51.0,Natural,0,1,0,0,26.0
BI203100948,17754.0,2003,8,8,2003-08-08,12:10:00,2003-08-09,13:30:00,,,Castelo Branco,Fundão,Orca,Zebras (Monte do Pinheiro),50420,40.023611,-7.393889,263089.0,339736.0,dms_recuperado,292.0,129.0,161.0,2.0,Florestal,2.0,Negligente,0,1,0,0,25.33
RO1032544,17680.0,2003,8,8,2003-08-08,14:30:00,2003-08-08,23:55:00,,,Santarém,Santarém,Alcanede,ALCANEDE,141604,39.416944,-8.819722,140850.0,272339.0,dms_recuperado,202.0,132.0,70.0,0.0,Florestal,630.0,Desconhecida,0,1,0,0,9.42
RO1032542,17645.0,2003,8,8,2003-08-08,14:45:00,2003-08-09,10:50:00,,,Santarém,Rio Maior,Outeiro da Cortiçada,Vale de Marinhas,141407,39.347222,-8.833611,139591.0,264622.0,dms_recuperado,180.0,180.0,0.0,0.0,Florestal,,,0,1,0,0,20.08
TM1031192,9459.0,2003,8,8,2003-08-08,01:50:00,2003-08-08,03:50:00,2003-08-08,01:55:00,Viseu,Moimenta da Beira,Castelo,CASTELO,180708,41.036944,-7.621944,242981.0,452125.0,dms_recuperado,129.0,29.0,100.0,0.0,Florestal,,,0,1,0,0,2.0
DM9034912,32365.0,2003,8,8,2003-08-08,15:09:00,2003-08-08,22:40:00,,,Braga,Fafe,Felgueiras,FONTE CANA,30711,41.518611,-8.118333,201235.0,505479.0,dms_recuperado,110.0,70.0,40.0,0.0,Florestal,2.0,Negligente,0,1,0,0,7.52
AG9032,,2003,8,9,2003-08-09,10:00:00,2003-08-18,18:50:00,2003-08-09,10:00:00,Faro,Aljezur,Aljezur,Pero Negro,80301,37.333611,-8.722778,147720.0,41018.0,dms_recuperado,4931.0,2758.0,2105.0,68.0,Florestal,,,0,1,0,0,224.83
AG9033,,2003,8,9,2003-08-09,10:00:00,2003-08-09,18:50:00,2003-08-09,10:00:00,Faro,Lagos,Bensafrim,Corte Velada,80702,37.190833,-8.678056,151599.0,25152.0,dms_recuperado,4179.0,1272.0,2501.0,406.0,Florestal,,,0,1,0,0,8.83
AG103402,30878.0,2003,8,9,2003-08-09,10:53:00,2003-08-21,00:00:00,2003-08-09,10:53:00,Faro,Portimão,Mexilhoeira Grande,Amieira,81102,37.201667,-8.596944,158812.0,26314.0,dms_recuperado,993.0,330.0,470.0,193.0,Florestal,446.0,Intencional,0,1,0,0,277.12
BI103538,14515.0,2003,8,9,2003-08-09,15:29:00,2003-08-09,21:37:00,,,Guarda,Almeida,Nave de Haver,NAVE DE HAVER,90219,40.523333,-6.8325,310203.0,395778.0,dms_recuperado,306.875,219.0,0.0,87.875,Florestal,,,0,1,0,0,6.13
BL2031708,23044.0,2003,8,9,2003-08-09,14:58:00,2003-08-13,00:00:00,,,Coimbra,Pampilhosa da Serra,Janeiro de Baixo,Baralha,61204,40.058889,-7.808889,227645.0,343443.0,dms_recuperado,245.0,245.0,0.0,0.0,Florestal,446.0,Intencional,0,1,0,0,81.03
BI103573,14801.0,2003,8,10,2003-08-10,16:45:00,2003-08-10,18:15:00,,,Guarda,Seia,Loriga,Eira da Pedra,91207,40.332778,-7.676389,238792.0,373889.0,dms_recuperado,700.0,0.0,700.0,0.0,Florestal,,,0,1,0,0,1.5
TM1031230,15082.0,2003,8,10,2003-08-10,16:20:00,2003-08-12,22:05:00,,,Vila Real,Vila Pouca de Aguiar,Vila Pouca de Aguiar,Chã de Guilhado,171314,41.483889,-7.621944,242681.0,501770.0,dms_recuperado,467.0,158.0,309.0,0.0,Florestal,51.0,Natural,0,1,0,0,53.75
BI103560,14694.0,2003,8,10,2003-08-10,20:30:00,2003-08-12,20:00:00,,,Guarda,Celorico da Beira,Prados,pissara,90312,40.549167,-7.411111,261138.0,398087.0,dms_recuperado,412.0,28.1,383.9,0.0,Florestal,51.0,Natural,0,1,0,0,47.5
BI103557,14690.0,2003,8,10,2003-08-10,20:00:00,2003-08-11,16:50:00,,,Guarda,Celorico da Beira,Vide Entre Vinhas,tapada da moita,90320,40.585556,-7.405278,261601.0,402134.0,dms_recuperado,116.0,0.0,116.0,0.0,Florestal,51.0,Natural,0,1,0,0,20.83
BI103571,14786.0,2003,8,11,2003-08-11,15:20:00,2003-08-12,22:26:00,2003-08-11,15:20:00,Guarda,Guarda,Pêro Soares,Vila Soeiro,90731,40.536111,-7.342778,266941.0,396694.0,dms_recuperado,298.0,78.0,220.0,0.0,Florestal,214.0,Negligente,0,1,0,0,31.1
DM9035423,19105.0,2003,8,11,2003-08-11,14:00:00,2003-08-12,00:00:00,,,Porto,Marco de Canaveses,Soalhães,ABORLIDE,130722,41.140278,-8.1125,201713.0,463482.0,dms_recuperado,208.0,26.0,182.0,0.0,Florestal,448.0,Intencional,0,1,0,0,10.0
AG103404,31545.0,2003,8,12,2003-08-12,13:00:00,2003-08-20,00:00:00,2003-08-12,13:12:00,Faro,Silves,Silves,Zebro,81307,37.259722,-8.457778,171184.0,32698.0,dms_recuperado,12656.0,4654.0,7049.0,953.0,Florestal,448.0,Intencional,0,1,0,0,179.0
AG9031,,2003,8,12,2003-08-12,17:00:00,2003-08-20,00:00:00,2003-08-12,17:00:00,Faro,Monchique,Alferce,Várzea de Romba,80901,37.312778,-8.442222,172586.0,38593.0,dms_recuperado,2117.0,1088.0,925.0,104.0,Florestal,,,0,1,0,0,175.0
BI203101030,18309.0,2003,8,12,2003-08-12,18:25:00,2003-08-16,08:05:00,,,Castelo Branco,Covilhã,Unhais da Serra,UNHAIS DA SERRA,50325,40.259722,-7.624167,243274.0,365802.0,dms_recuperado,1560.0,30.0,1530.0,0.0,Florestal,,,0,1,0,0,85.67
BL103754,14861.0,2003,8,12,2003-08-12,06:33:00,2003-08-12,18:33:00,,,Guarda,Aguiar da Beira,Pena Verde,PENA VERDE,90109,40.728611,-7.505556,253000.0,417951.0,dms_recuperado,715.0,129.0,586.0,0.0,Florestal,449.0,Intencional,0,1,0,0,12.0
BI103590,14930.0,2003,8,12,2003-08-12,15:25:00,2003-08-15,22:00:00,,,Guarda,Seia,Alvoco da Serra,alvoco da serra,91201,40.293333,-7.664722,239817.0,369522.0,dms_recuperado,700.0,27.0,673.0,0.0,Florestal,630.0,Desconhecida,0,1,0,0,78.58
BI103591,14947.0,2003,8,12,2003-08-12,16:25:00,2003-08-12,16:51:00,,,Guarda,Fornos de Algodres,Vila Ruiva,Capela do Anjo,90515,40.565833,-7.506111,253086.0,399878.0,dms_recuperado,652.0,192.0,451.0,9.0,Florestal,448.0,Intencional,0,1,0,0,0.43
AT903299,24868.0,2003,8,12,2003-08-12,14:25:00,2003-08-13,19:50:00,2003-08-12,14:35:00,Beja,Ourique,Santana da Serra,Medronheira Grande,21206,37.446944,-8.264167,188381.0,53434.0,dms_recuperado,400.0,400.0,0.0,0.0,Florestal,211.0,Negligente,0,1,0,0,29.42
RO1032768,22260.0,2003,8,12,2003-08-12,17:56:00,2003-08-13,22:15:00,,,Santarém,Alcanena,Minde,COVÃO DO COELHO,140206,39.521111,-8.665833,154180.0,283824.0,dms_recuperado,230.0,30.0,200.0,0.0,Florestal,,,0,1,0,0,28.32
DM9035468,19243.0,2003,8,12,2003-08-12,11:40:00,2003-08-12,18:25:00,2003-08-12,11:45:00,Porto,Baião,Grilo,Ventosa,130207,41.140556,-8.090833,203530.0,463516.0,dms_recuperado,152.0,9.0,143.0,0.0,Florestal,448.0,Intencional,1,1,0,0,6.75
TM1031302,15322.0,2003,8,12,2003-08-12,08:30:00,2003-08-12,15:35:00,,,Vila Real,Valpaços,Nozelos,NOZELOS,171214,41.754167,-7.287778,270286.0,532001.0,dms_recuperado,110.0,0.0,110.0,0.0,Florestal,125.0,Negligente,0,1,0,0,7.08
BI203101063,18473.0,2003,8,14,2003-08-14,10:21:00,2003-08-19,14:20:00,,,Castelo Branco,Idanha-a-Nova,Proença-a-Velha,Urgeira,50511,39.98,-7.225833,277480.0,335023.0,dms_recuperado,9215.0,3456.5,2271.63,3486.87,Florestal,,,0,1,0,0,123.98
BI203101069,18492.0,2003,8,14,2003-08-14,12:07:00,2003-08-19,14:00:00,,,Castelo Branco,Idanha-a-Nova,Monsanto,Carroqueiro,50508,40.030278,-7.128889,285715.0,340707.0,dms_recuperado,2172.0,1391.0,756.0,25.0,Florestal,630.0,Desconhecida,0,1,0,0,121.88
BI203101076,18517.0,2003,8,14,2003-08-14,14:40:00,2003-08-17,04:40:00,,,Castelo Branco,Castelo Branco,Almaceda,Paiágua,50202,39.964444,-7.703333,236697.0,332997.0,dms_recuperado,1115.0,1060.0,13.0,42.0,Florestal,236.0,Negligente,1,1,0,0,62.0
BI103606,15158.0,2003,8,14,2003-08-14,14:13:00,2003-08-15,20:00:00,,,Guarda,Trancoso,Valdujo,Moitas,91325,40.818333,-7.281111,271866.0,428083.0,dms_recuperado,414.0,185.0,164.0,65.0,Florestal,630.0,Desconhecida,0,1,0,0,29.78
TM1031375,15537.0,2003,8,14,2003-08-14,07:10:00,2003-08-14,09:30:00,2003-08-14,07:10:00,Vila Real,Montalegre,Sarraquinhos,SARRAQUINHOS,170629,41.799167,-7.663333,239034.0,536758.0,dms_recuperado,109.0,2.0,107.0,0.0,Florestal,51.0,Natural,0,1,0,0,2.33
BI203101078,18523.0,2003,8,14,2003-08-14,15:02:00,2003-08-14,22:39:00,,,Castelo Branco,Covilhã,Vila Do Carvalho,ALDEIA DO CARVALHO,50301,40.307778,-7.492778,254426.0,371221.0,dms_recuperado,101.775,28.15,73.625,0.0,Florestal,236.0,Negligente,0,1,0,0,7.62
AT903346,23638.0,2003,8,15,2003-08-15,15:40:00,2003-08-15,23:15:00,2003-08-15,15:47:00,Évora,Vila Viçosa,Ciladas,Monte da Sancha,71402,38.783611,-7.303056,272106.0,202121.0,dms_recuperado,104.0,104.0,0.0,0.0,Florestal,610.0,Desconhecida,0,1,0,0,7.58
BI103625,15509.0,2003,8,18,2003-08-18,09:10:00,2003-08-20,18:20:00,,,Guarda,Fornos de Algodres,Figueiró da Granja,Bujia,90504,40.631944,-7.480833,255184.0,407230.0,dms_recuperado,508.0,50.0,408.0,50.0,Florestal,417.0,Intencional,0,1,0,0,57.17
BI103634,15639.0,2003,8,19,2003-08-19,12:20:00,2003-08-20,20:51:00,2003-08-19,12:23:00,Guarda,Almeida,Freineda,Vale Pedrão,90209,40.575833,-6.8925,305044.0,401536.0,dms_recuperado,654.0,261.6,294.3,98.1,Florestal,,,0,1,0,0,32.52
TM203620,13856.0,2003,8,21,2003-08-21,13:00:00,2003-08-21,22:30:00,,,Bragança,Carrazeda de Ansiães,Mogo de Malta,MOGO DE MALTA,40310,41.268056,-7.26,273161.0,478025.0,dms_recuperado,800.0,0.0,800.0,0.0,Florestal,312.0,Negligente,1,1,0,0,9.5
TM203621,13862.0,2003,8,21,2003-08-21,13:53:00,2003-08-22,03:50:00,2003-08-21,14:33:00,Bragança,Torre de Moncorvo,Carviçais,CARVIÇAIS,40905,41.183889,-6.892778,304066.0,469053.0,dms_recuperado,374.5,34.5,340.0,0.0,Florestal,125.0,Negligente,0,1,0,0,13.95
TM203619,13855.0,2003,8,21,2003-08-21,12:50:00,2003-08-21,13:32:00,,,Bragança,Vila Flor,Freixiel,FREIXIEL,41005,41.316389,-7.2475,274150.0,483415.0,dms_recuperado,141.0,22.0,119.0,0.0,Florestal,312.0,Negligente,1,1,0,0,0.7
BI103662,15900.0,2003,8,22,2003-08-22,14:23:00,2003-08-23,04:00:00,,,Guarda,Trancoso,Moreira de Rei,tapada grande,91312,40.803889,-7.343611,266600.0,426414.0,dms_recuperado,184.0,49.0,105.0,30.0,Florestal,630.0,Desconhecida,0,1,0,0,13.62
DM9036847,36334.0,2003,8,23,2003-08-23,01:30:00,2003-08-27,08:10:00,2003-08-23,02:00:00,Braga,Cabeceiras de Basto,Gondiães,Samão,30409,41.570833,-7.861667,222639.0,511335.0,dms_recuperado,261.5,124.0,137.5,0.0,Florestal,449.0,Intencional,0,1,0,0,102.67
DM9036356,36372.0,2003,8,23,2003-08-23,08:13:00,2003-08-23,12:50:00,2003-08-23,08:30:00,Braga,Cabeceiras de Basto,Outeiro,FOJOS,30410,41.509167,-8.051389,206821.0,504457.0,dms_recuperado,118.0,10.0,108.0,0.0,Florestal,125.0,Negligente,0,1,0,0,4.62
DM9036432,36722.0,2003,8,24,2003-08-24,14:25:00,2003-08-24,23:15:00,,,Braga,Guimarães,Gondomar,S.SIMAO,30822,41.528889,-8.267222,188809.0,506637.0,dms_recuperado,240.0,45.0,195.0,0.0,Florestal,449.0,Intencional,0,1,0,0,8.83
TM203668,14144.0,2003,8,24,2003-08-24,15:01:00,2003-08-24,21:15:00,,,Bragança,Miranda do Douro,Vila Chã de Braciosa,Barrocal,40616,41.390556,-6.318611,351748.0,492871.0,dms_recuperado,133.5,17.75,115.75,0.0,Florestal,145.0,Negligente,0,1,0,0,6.23
BI103749,17076.0,2003,9,7,2003-09-07,14:06:00,2003-09-07,20:00:00,,,Guarda,Figueira de Castelo Rodrigo,Vilar de Amargo,Picão do Lobo,90416,40.972222,-7.001667,295234.0,445419.0,dms_recuperado,319.75,0.0,319.75,0.0,Florestal,,,0,1,0,0,5.9
TM203762,15086.0,2003,9,7,2003-09-07,16:54:00,2003-09-08,11:15:00,,,Bragança,Torre de Moncorvo,Torre de Moncorvo,Quinta de Santa Clara,40916,41.185556,-7.067778,289369.0,469057.0,dms_recuperado,112.0,3.5,107.5,1.0,Florestal,125.0,Negligente,0,1,0,0,18.35
TM203800,15264.0,2003,9,9,2003-09-09,23:25:00,2003-09-10,03:30:00,,,Bragança,Mogadouro,Bruçó,BRUCO,40803,41.240278,-6.679444,321856.0,475599.0,dms_recuperado,111.0,0.0,0.0,111.0,Agrícola,125.0,Negligente,0,0,1,0,4.08
RO1033347,130663.0,2003,9,10,2003-09-10,13:02:00,2003-09-10,23:50:00,,,Lisboa,Loures,Bucelas,BOIÇÃO,110702,38.912222,-9.113333,114978.0,216524.0,dms_recuperado,500.0,100.0,400.0,0.0,Florestal,,,0,1,0,0,10.8
BI103774,17294.0,2003,9,10,2003-09-10,14:30:00,2003-09-10,23:40:00,,,Guarda,Gouveia,Lagarinhos,Texugueira,90607,40.522778,-7.673333,238947.0,394989.0,dms_recuperado,219.5,194.0,16.0,9.5,Florestal,448.0,Intencional,0,1,0,0,9.17
AT903383,28516.0,2003,9,10,2003-09-10,17:09:00,2003-09-11,03:00:00,2003-09-10,17:15:00,Beja,Castro Verde,Casével,Carrascal,20601,37.741667,-8.238333,190721.0,86156.0,dms_recuperado,210.0,37.466,40.216,132.318,Florestal,212.0,Negligente,0,1,0,0,9.85
TM203805,15302.0,2003,9,10,2003-09-10,13:59:00,2003-09-13,21:28:00,,,Bragança,Torre de Moncorvo,Lousa,LOUSA,40911,41.167778,-7.177222,280221.0,466977.0,dms_recuperado,129.0,51.0,28.0,50.0,Florestal,448.0,Intencional,0,1,0,0,79.48
AG103449,36519.0,2003,9,11,2003-09-11,15:23:00,2003-09-19,16:30:00,2003-09-11,15:23:00,Faro,Monchique,Alferce,Canivete,80901,37.365833,-8.511111,166511.0,44493.0,dms_recuperado,17213.0,11713.0,4295.0,1205.0,Florestal,630.0,Desconhecida,0,1,0,0,193.12
RO1033412,131369.0,2003,9,11,2003-09-11,14:40:00,2003-09-18,21:00:00,,,Lisboa,Mafra,Mafra,MAFRA,110909,38.939444,-9.330278,96197.0,219797.0,dms_recuperado,2756.0,2756.0,0.0,0.0,Florestal,449.0,Intencional,0,1,0,0,174.33
BI103783,17358.0,2003,9,11,2003-09-11,11:12:00,2003-09-12,01:00:00,,,Guarda,Pinhel,Azevo,Quinta do Cavaleiro,91003,40.877222,-7.118056,285559.0,434756.0,dms_recuperado,358.0,12.0,346.0,0.0,Florestal,125.0,Negligente,0,1,0,0,13.8
RO1033436,25301.0,2003,9,11,2003-09-11,15:57:00,2003-09-12,00:50:00,,,Santarém,Ferreira do Zêzere,Dornes,JUNQUEIRA,141105,39.756944,-8.257778,189298.0,309861.0,dms_recuperado,272.0,222.0,50.0,0.0,Florestal,448.0,Intencional,0,1,0,0,8.88
AT903374,28702.0,2003,9,12,2003-09-12,22:55:00,2003-09-18,22:25:00,2003-09-12,23:00:00,Beja,Odemira,Saboia,Nave Redonda,21103,37.403889,-8.483611,168956.0,48698.0,dms_recuperado,9834.478,6330.76,2986.265,517.453,Florestal,,,0,1,0,0,143.5
BI103790,17416.0,2003,9,12,2003-09-12,08:41:00,2003-09-12,10:50:00,,,Guarda,Pinhel,Azevo,Vale Sapo/ Juizo,91003,40.884444,-7.145833,283206.0,435541.0,dms_recuperado,381.0,0.0,0.0,381.0,Agrícola,125.0,Negligente,0,0,1,0,2.15
AT903354,26777.0,2003,9,12,2003-09-12,11:20:00,2003-09-12,20:15:00,2003-09-12,11:28:00,Évora,Évora,Bacelo,Quinta da Cinzeira,70517,38.614167,-7.933056,217409.0,183007.0,dms_recuperado,118.53,48.58,0.0,69.95,Florestal,211.0,Negligente,0,1,0,0,8.92
RO1033503,132232.0,2003,9,13,2003-09-13,08:40:00,2003-09-15,00:15:00,,,Lisboa,Loures,Fanhões,Ribas de Cima,110705,38.902222,-9.178333,109305.0,215493.0,dms_recuperado,142.0,17.0,125.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,39.58
BI103825,17657.0,2003,9,14,2003-09-14,14:05:00,2003-09-16,00:45:00,,,Guarda,Guarda,Marmeleiro,Vale - Penedo da Sé,90724,40.478333,-7.065556,290521.0,390513.0,dms_recuperado,2575.0,530.0,2045.0,0.0,Florestal,125.0,Negligente,0,1,0,0,34.67
BI103823,17649.0,2003,9,14,2003-09-14,12:55:00,2003-09-21,10:50:00,,,Guarda,Gouveia,Cativelos,CATIVELOS,90603,40.5325,-7.689444,237573.0,396060.0,dms_recuperado,1293.0,428.0,835.0,30.0,Florestal,448.0,Intencional,0,1,0,0,165.92
